Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (27748 already done, 22252 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5 (7748 done, 2252 remaining) ---
[27749/50000] 2026-06-28 11:55:57 | R3 | railroadcar/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[35103/50000] 2026-06-28 13:24:47 | R4 | kaprekar/1_artifice vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[35104/50000] 2026-06-28 13:24:48 | R4 | kaprekar/1_artifice vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[35105/50000] 2026-06-28 13:24:49 | R4 | kaprekar/1_artifice vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[35106/50000] 2026-06-28 13:24:49 | R4 | kaprekar/1_artifice vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[35107/50000] 2026-06-28 13:24:50 | R4 | kaprekar/1_artifice vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[35108/50000] 2026-06-28 13:24:51 | R4 | kaprekar/1_artifice vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[35109/50000] 2026-06-28 13:24:52 | R4 | kaprekar/1_artifice vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[35110/50000] 2026-06-28 13:24:52 | R4 | kaprekar/1_artifice vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[35111/50000] 2026-06-28 13:24:53 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/0_orig → NON-CLONE
[35112/50000] 2026-06-28 13:24:54 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/1_artifice → NON-CLONE
[35113/50000] 2026-06-28 13:24:54 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[35114/50000] 2026-06-28 13:24:55 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[35115/50000] 2026-06-28 13:24:56 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[35116/50000] 2026-06-28 13:24:57 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[35117/50000] 2026-06-28 13:24:58 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[35118/50000] 2026-06-28 13:24:58 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[35119/50000] 2026-06-28 13:24:59 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[35120/50000] 2026-06-28 13:25:00 | R4 | kaprekar/1_artifice vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[35121/50000] 2026-06-28 13:25:00 | R4 | kaprekar/1_artifice vs bubblesort/0_orig → NON-CLONE
[35122/50000] 2026-06-28 13:25:01 | R4 | kaprekar/1_artifice vs bubblesort/1_artifice → NON-CLONE
[35123/50000] 2026-06-28 13:25:02 | R4 | kaprekar/1_artifice vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[35124/50000] 2026-06-28 13:25:02 | R4 | kaprekar/1_artifice vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[35125/50000] 2026-06-28 13:25:03 | R4 | kaprekar/1_artifice vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[35126/50000] 2026-06-28 13:25:04 | R4 | kaprekar/1_artifice vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[35127/50000] 2026-06-28 13:25:04 | R4 | kaprekar/1_artifice vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[35128/50000] 2026-06-28 13:25:05 | R4 | kaprekar/1_artifice vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[35129/50000] 2026-06-28 13:25:06 | R4 | kaprekar/1_artifice vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[35130/50000] 2026-06-28 13:25:06 | R4 | kaprekar/1_artifice vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[35131/50000] 2026-06-28 13:25:07 | R4 | kaprekar/1_artifice vs guessword/0_orig → NON-CLONE
[35132/50000] 2026-06-28 13:25:08 | R4 | kaprekar/1_artifice vs guessword/1_artifice → NON-CLONE
[35133/50000] 2026-06-28 13:25:08 | R4 | kaprekar/1_artifice vs guessword/test_0_orig_no_krakatau → NON-CLONE
[35134/50000] 2026-06-28 13:25:09 | R4 | kaprekar/1_artifice vs guessword/test_0_orig_no_procyon → NON-CLONE
[35135/50000] 2026-06-28 13:25:10 | R4 | kaprekar/1_artifice vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[35136/50000] 2026-06-28 13:25:10 | R4 | kaprekar/1_artifice vs guessword/test_0_orig_pg_procyon → NON-CLONE
[35137/50000] 2026-06-28 13:25:11 | R4 | kaprekar/1_artifice vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[35138/50000] 2026-06-28 13:25:12 | R4 | kaprekar/1_artifice vs guessword/test_1_artifice_no_procyon → NON-CLONE
[35139/50000] 2026-06-28 13:25:13 | R4 | kaprekar/1_artifice vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[35140/50000] 2026-06-28 13:25:13 | R4 | kaprekar/1_artifice vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[35141/50000] 2026-06-28 13:25:14 | R4 | kaprekar/1_artifice vs hanoi/0_orig → NON-CLONE
[35142/50000] 2026-06-28 13:25:15 | R4 | kaprekar/1_artifice vs hanoi/1_artifice → NON-CLONE
[35143/50000] 2026-06-28 13:25:16 | R4 | kaprekar/1_artifice vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[35144/50000] 2026-06-28 13:25:16 | R4 | kaprekar/1_artifice vs hanoi/test_0_orig_no_procyon → NON-CLONE
[35145/50000] 2026-06-28 13:25:17 | R4 | kaprekar/1_artifice vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[35146/50000] 2026-06-28 13:25:18 | R4 | kaprekar/1_artifice vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[35147/50000] 2026-06-28 13:25:18 | R4 | kaprekar/1_artifice vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[35148/50000] 2026-06-28 13:25:19 | R4 | kaprekar/1_artifice vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[35149/50000] 2026-06-28 13:25:20 | R4 | kaprekar/1_artifice vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[35150/50000] 2026-06-28 13:25:21 | R4 | kaprekar/1_artifice vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[35151/50000] 2026-06-28 13:25:22 | R4 | kaprekar/1_artifice vs kaprekar/0_orig → CLONE
[35152/50000] 2026-06-28 13:25:22 | R4 | kaprekar/1_artifice vs kaprekar/1_artifice → CLONE
[35153/50000] 2026-06-28 13:25:23 | R4 | kaprekar/1_artifice vs kaprekar/test_0_orig_no_krakatau → CLONE
[35154/50000] 2026-06-28 13:25:24 | R4 | kaprekar/1_artifice vs kaprekar/test_0_orig_no_procyon → CLONE
[35155/50000] 2026-06-28 13:25:25 | R4 | kaprekar/1_artifice vs kaprekar/test_0_orig_pg_krakatau → CLONE
[35156/50000] 2026-06-28 13:25:26 | R4 | kaprekar/1_artifice vs kaprekar/test_0_orig_pg_procyon → CLONE
[35157/50000] 2026-06-28 13:25:27 | R4 | kaprekar/1_artifice vs kaprekar/test_1_artifice_no_krakatau → CLONE
[35158/50000] 2026-06-28 13:25:28 | R4 | kaprekar/1_artifice vs kaprekar/test_1_artifice_no_procyon → CLONE
[35159/50000] 2026-06-28 13:25:29 | R4 | kaprekar/1_artifice vs kaprekar/test_1_artifice_pg_krakatau → CLONE
[35160/50000] 2026-06-28 13:25:29 | R4 | kaprekar/1_artifice vs kaprekar/test_1_artifice_pg_procyon → CLONE
[35161/50000] 2026-06-28 13:25:30 | R4 | kaprekar/1_artifice vs queens/0_orig → NON-CLONE
[35162/50000] 2026-06-28 13:25:31 | R4 | kaprekar/1_artifice vs queens/1_artifice → NON-CLONE
[35163/50000] 2026-06-28 13:25:31 | R4 | kaprekar/1_artifice vs queens/test_0_orig_no_krakatau → NON-CLONE
[35164/50000] 2026-06-28 13:25:32 | R4 | kaprekar/1_artifice vs queens/test_0_orig_no_procyon → NON-CLONE
[35165/50000] 2026-06-28 13:25:33 | R4 | kaprekar/1_artifice vs queens/test_0_orig_pg_krakatau → NON-CLONE
[35166/50000] 2026-06-28 13:25:33 | R4 | kaprekar/1_artifice vs queens/test_0_orig_pg_procyon → NON-CLONE
[35167/50000] 2026-06-28 13:25:34 | R4 | kaprekar/1_artifice vs queens/test_1_artifice_no_krakatau → NON-CLONE
[35168/50000] 2026-06-28 13:25:35 | R4 | kaprekar/1_artifice vs queens/test_1_artifice_no_procyon → NON-CLONE
[35169/50000] 2026-06-28 13:25:35 | R4 | kaprekar/1_artifice vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[35170/50000] 2026-06-28 13:25:36 | R4 | kaprekar/1_artifice vs queens/test_1_artifice_pg_procyon → NON-CLONE
[35171/50000] 2026-06-28 13:25:36 | R4 | kaprekar/1_artifice vs railroadcar/0_orig → NON-CLONE
[35172/50000] 2026-06-28 13:25:37 | R4 | kaprekar/1_artifice vs railroadcar/1_artifice → NON-CLONE
[35173/50000] 2026-06-28 13:25:38 | R4 | kaprekar/1_artifice vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[35174/50000] 2026-06-28 13:25:38 | R4 | kaprekar/1_artifice vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[35175/50000] 2026-06-28 13:25:39 | R4 | kaprekar/1_artifice vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[35176/50000] 2026-06-28 13:25:40 | R4 | kaprekar/1_artifice vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[35177/50000] 2026-06-28 13:25:40 | R4 | kaprekar/1_artifice vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[35178/50000] 2026-06-28 13:25:41 | R4 | kaprekar/1_artifice vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[35179/50000] 2026-06-28 13:25:41 | R4 | kaprekar/1_artifice vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[35180/50000] 2026-06-28 13:25:42 | R4 | kaprekar/1_artifice vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[35181/50000] 2026-06-28 13:25:43 | R4 | kaprekar/1_artifice vs slinkedlist/0_orig → NON-CLONE
[35182/50000] 2026-06-28 13:25:44 | R4 | kaprekar/1_artifice vs slinkedlist/1_artifice → NON-CLONE
[35183/50000] 2026-06-28 13:25:44 | R4 | kaprekar/1_artifice vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[35184/50000] 2026-06-28 13:25:45 | R4 | kaprekar/1_artifice vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[35185/50000] 2026-06-28 13:25:46 | R4 | kaprekar/1_artifice vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[35186/50000] 2026-06-28 13:25:46 | R4 | kaprekar/1_artifice vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[35187/50000] 2026-06-28 13:25:47 | R4 | kaprekar/1_artifice vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[35188/50000] 2026-06-28 13:25:48 | R4 | kaprekar/1_artifice vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[35189/50000] 2026-06-28 13:25:48 | R4 | kaprekar/1_artifice vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[35190/50000] 2026-06-28 13:25:49 | R4 | kaprekar/1_artifice vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[35191/50000] 2026-06-28 13:25:50 | R4 | kaprekar/1_artifice vs square/0_orig → NON-CLONE
[35192/50000] 2026-06-28 13:25:51 | R4 | kaprekar/1_artifice vs square/1_artifice → NON-CLONE
[35193/50000] 2026-06-28 13:25:51 | R4 | kaprekar/1_artifice vs square/test_0_orig_no_krakatau → NON-CLONE
[35194/50000] 2026-06-28 13:25:52 | R4 | kaprekar/1_artifice vs square/test_0_orig_no_procyon → NON-CLONE
[35195/50000] 2026-06-28 13:25:53 | R4 | kaprekar/1_artifice vs square/test_0_orig_pg_krakatau → NON-CLONE
[35196/50000] 2026-06-28 13:25:54 | R4 | kaprekar/1_artifice vs square/test_0_orig_pg_procyon → NON-CLONE
[35197/50000] 2026-06-28 13:25:54 | R4 | kaprekar/1_artifice vs square/test_1_artifice_no_krakatau → NON-CLONE
[35198/50000] 2026-06-28 13:25:55 | R4 | kaprekar/1_artifice vs square/test_1_artifice_no_procyon → NON-CLONE
[35199/50000] 2026-06-28 13:25:56 | R4 | kaprekar/1_artifice vs square/test_1_artifice_pg_krakatau → NON-CLONE
[35200/50000] 2026-06-28 13:25:57 | R4 | kaprekar/1_artifice vs square/test_1_artifice_pg_procyon → NON-CLONE
[35201/50000] 2026-06-28 13:25:58 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/0_orig → NON-CLONE
[35202/50000] 2026-06-28 13:25:58 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/1_artifice → NON-CLONE
[35203/50000] 2026-06-28 13:25:59 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[35204/50000] 2026-06-28 13:26:00 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[35205/50000] 2026-06-28 13:26:01 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[35206/50000] 2026-06-28 13:26:01 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[35207/50000] 2026-06-28 13:26:02 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[35208/50000] 2026-06-28 13:26:03 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[35209/50000] 2026-06-28 13:26:03 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[35210/50000] 2026-06-28 13:26:04 | R4 | kaprekar/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[35211/50000] 2026-06-28 13:26:05 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[35212/50000] 2026-06-28 13:26:06 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[35213/50000] 2026-06-28 13:26:06 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[35214/50000] 2026-06-28 13:26:07 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[35215/50000] 2026-06-28 13:26:08 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[35216/50000] 2026-06-28 13:26:09 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[35217/50000] 2026-06-28 13:26:10 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[35218/50000] 2026-06-28 13:26:10 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[35219/50000] 2026-06-28 13:26:11 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[35220/50000] 2026-06-28 13:26:12 | R4 | kaprekar/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[35221/50000] 2026-06-28 13:26:12 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/0_orig → NON-CLONE
[35222/50000] 2026-06-28 13:26:13 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/1_artifice → NON-CLONE
[35223/50000] 2026-06-28 13:26:14 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[35224/50000] 2026-06-28 13:26:14 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[35225/50000] 2026-06-28 13:26:15 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[35226/50000] 2026-06-28 13:26:16 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[35227/50000] 2026-06-28 13:26:17 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[35228/50000] 2026-06-28 13:26:17 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[35229/50000] 2026-06-28 13:26:18 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[35230/50000] 2026-06-28 13:26:18 | R4 | kaprekar/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[35231/50000] 2026-06-28 13:26:19 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/0_orig → NON-CLONE
[35232/50000] 2026-06-28 13:26:20 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/1_artifice → NON-CLONE
[35233/50000] 2026-06-28 13:26:21 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[35234/50000] 2026-06-28 13:26:21 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[35235/50000] 2026-06-28 13:26:22 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[35236/50000] 2026-06-28 13:26:23 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[35237/50000] 2026-06-28 13:26:23 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[35238/50000] 2026-06-28 13:26:24 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[35239/50000] 2026-06-28 13:26:25 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[35240/50000] 2026-06-28 13:26:25 | R4 | kaprekar/test_0_orig_no_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[35241/50000] 2026-06-28 13:26:26 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/0_orig → NON-CLONE
[35242/50000] 2026-06-28 13:26:27 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/1_artifice → NON-CLONE
[35243/50000] 2026-06-28 13:26:28 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[35244/50000] 2026-06-28 13:26:28 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[35245/50000] 2026-06-28 13:26:29 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[35246/50000] 2026-06-28 13:26:30 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[35247/50000] 2026-06-28 13:26:30 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[35248/50000] 2026-06-28 13:26:31 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[35249/50000] 2026-06-28 13:26:32 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[35250/50000] 2026-06-28 13:26:33 | R4 | kaprekar/test_0_orig_no_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[35251/50000] 2026-06-28 13:26:34 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/0_orig → CLONE
[35252/50000] 2026-06-28 13:26:35 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/1_artifice → CLONE
[35253/50000] 2026-06-28 13:26:35 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_0_orig_no_krakatau → CLONE
[35254/50000] 2026-06-28 13:26:36 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_0_orig_no_procyon → CLONE
[35255/50000] 2026-06-28 13:26:37 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_0_orig_pg_krakatau → CLONE
[35256/50000] 2026-06-28 13:26:38 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_0_orig_pg_procyon → CLONE
[35257/50000] 2026-06-28 13:26:39 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_no_krakatau → CLONE
[35258/50000] 2026-06-28 13:26:39 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_no_procyon → CLONE
[35259/50000] 2026-06-28 13:26:40 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_pg_krakatau → CLONE
[35260/50000] 2026-06-28 13:26:41 | R4 | kaprekar/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_pg_procyon → CLONE
[35261/50000] 2026-06-28 13:26:42 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/0_orig → NON-CLONE
[35262/50000] 2026-06-28 13:26:42 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/1_artifice → NON-CLONE
[35263/50000] 2026-06-28 13:26:43 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/test_0_orig_no_krakatau → NON-CLONE
[35264/50000] 2026-06-28 13:26:44 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/test_0_orig_no_procyon → NON-CLONE
[35265/50000] 2026-06-28 13:26:44 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/test_0_orig_pg_krakatau → NON-CLONE
[35266/50000] 2026-06-28 13:26:45 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/test_0_orig_pg_procyon → NON-CLONE
[35267/50000] 2026-06-28 13:26:46 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/test_1_artifice_no_krakatau → NON-CLONE
[35268/50000] 2026-06-28 13:26:46 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/test_1_artifice_no_procyon → NON-CLONE
[35269/50000] 2026-06-28 13:26:47 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[35270/50000] 2026-06-28 13:26:48 | R4 | kaprekar/test_0_orig_no_krakatau vs queens/test_1_artifice_pg_procyon → NON-CLONE
[35271/50000] 2026-06-28 13:26:48 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/0_orig → NON-CLONE
[35272/50000] 2026-06-28 13:26:49 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/1_artifice → NON-CLONE
[35273/50000] 2026-06-28 13:26:49 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[35274/50000] 2026-06-28 13:26:50 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[35275/50000] 2026-06-28 13:26:51 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[35276/50000] 2026-06-28 13:26:51 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[35277/50000] 2026-06-28 13:26:52 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[35278/50000] 2026-06-28 13:26:53 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[35279/50000] 2026-06-28 13:26:53 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[35280/50000] 2026-06-28 13:26:54 | R4 | kaprekar/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[35281/50000] 2026-06-28 13:26:55 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/0_orig → NON-CLONE
[35282/50000] 2026-06-28 13:26:55 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/1_artifice → NON-CLONE
[35283/50000] 2026-06-28 13:26:56 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[35284/50000] 2026-06-28 13:26:57 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[35285/50000] 2026-06-28 13:26:58 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[35286/50000] 2026-06-28 13:26:58 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[35287/50000] 2026-06-28 13:26:59 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[35288/50000] 2026-06-28 13:27:00 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[35289/50000] 2026-06-28 13:27:00 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[35290/50000] 2026-06-28 13:27:01 | R4 | kaprekar/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[35291/50000] 2026-06-28 13:27:02 | R4 | kaprekar/test_0_orig_no_krakatau vs square/0_orig → NON-CLONE
[35292/50000] 2026-06-28 13:27:02 | R4 | kaprekar/test_0_orig_no_krakatau vs square/1_artifice → NON-CLONE
[35293/50000] 2026-06-28 13:27:03 | R4 | kaprekar/test_0_orig_no_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[35294/50000] 2026-06-28 13:27:04 | R4 | kaprekar/test_0_orig_no_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
