Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (21438 already done, 28562 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'gguf' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5 (1438 done, 8562 remaining) ---
[21439/50000] 2026-06-23 05:53:20 | R3 | SqrtAlgorithm/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[24680/50000] 2026-06-23 07:54:55 | R3 | hanoi/test_1_artifice_no_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[24681/50000] 2026-06-23 07:54:57 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/0_orig → NON-CLONE
[24682/50000] 2026-06-23 07:54:59 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/1_artifice → NON-CLONE
[24683/50000] 2026-06-23 07:55:01 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[24684/50000] 2026-06-23 07:55:03 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[24685/50000] 2026-06-23 07:55:05 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[24686/50000] 2026-06-23 07:55:07 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[24687/50000] 2026-06-23 07:55:08 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[24688/50000] 2026-06-23 07:55:10 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[24689/50000] 2026-06-23 07:55:11 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[24690/50000] 2026-06-23 07:55:13 | R3 | hanoi/test_1_artifice_no_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[24691/50000] 2026-06-23 07:55:15 | R3 | hanoi/test_1_artifice_no_krakatau vs square/0_orig → NON-CLONE
[24692/50000] 2026-06-23 07:55:17 | R3 | hanoi/test_1_artifice_no_krakatau vs square/1_artifice → NON-CLONE
[24693/50000] 2026-06-23 07:55:19 | R3 | hanoi/test_1_artifice_no_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[24694/50000] 2026-06-23 07:55:22 | R3 | hanoi/test_1_artifice_no_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[24695/50000] 2026-06-23 07:55:24 | R3 | hanoi/test_1_artifice_no_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[24696/50000] 2026-06-23 07:55:25 | R3 | hanoi/test_1_artifice_no_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[24697/50000] 2026-06-23 07:55:27 | R3 | hanoi/test_1_artifice_no_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[24698/50000] 2026-06-23 07:55:29 | R3 | hanoi/test_1_artifice_no_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[24699/50000] 2026-06-23 07:55:31 | R3 | hanoi/test_1_artifice_no_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[24700/50000] 2026-06-23 07:55:33 | R3 | hanoi/test_1_artifice_no_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[24701/50000] 2026-06-23 07:55:35 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/0_orig → NON-CLONE
[24702/50000] 2026-06-23 07:55:37 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/1_artifice → NON-CLONE
[24703/50000] 2026-06-23 07:55:39 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[24704/50000] 2026-06-23 07:55:41 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[24705/50000] 2026-06-23 07:55:43 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[24706/50000] 2026-06-23 07:55:44 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[24707/50000] 2026-06-23 07:55:46 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[24708/50000] 2026-06-23 07:55:48 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[24709/50000] 2026-06-23 07:55:50 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[24710/50000] 2026-06-23 07:55:52 | R3 | hanoi/test_1_artifice_no_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[24711/50000] 2026-06-23 07:55:54 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[24712/50000] 2026-06-23 07:55:56 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[24713/50000] 2026-06-23 07:55:58 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[24714/50000] 2026-06-23 07:56:00 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[24715/50000] 2026-06-23 07:56:03 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[24716/50000] 2026-06-23 07:56:04 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[24717/50000] 2026-06-23 07:56:06 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[24718/50000] 2026-06-23 07:56:08 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[24719/50000] 2026-06-23 07:56:10 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[24720/50000] 2026-06-23 07:56:12 | R3 | hanoi/test_1_artifice_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[24721/50000] 2026-06-23 07:56:14 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/0_orig → NON-CLONE
[24722/50000] 2026-06-23 07:56:16 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/1_artifice → NON-CLONE
[24723/50000] 2026-06-23 07:56:18 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[24724/50000] 2026-06-23 07:56:20 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[24725/50000] 2026-06-23 07:56:22 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[24726/50000] 2026-06-23 07:56:23 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[24727/50000] 2026-06-23 07:56:25 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[24728/50000] 2026-06-23 07:56:27 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[24729/50000] 2026-06-23 07:56:28 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[24730/50000] 2026-06-23 07:56:30 | R3 | hanoi/test_1_artifice_no_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[24731/50000] 2026-06-23 07:56:31 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/0_orig → NON-CLONE
[24732/50000] 2026-06-23 07:56:33 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/1_artifice → NON-CLONE
[24733/50000] 2026-06-23 07:56:35 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[24734/50000] 2026-06-23 07:56:37 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[24735/50000] 2026-06-23 07:56:38 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[24736/50000] 2026-06-23 07:56:40 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[24737/50000] 2026-06-23 07:56:42 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[24738/50000] 2026-06-23 07:56:44 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[24739/50000] 2026-06-23 07:56:45 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[24740/50000] 2026-06-23 07:56:47 | R3 | hanoi/test_1_artifice_no_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[24741/50000] 2026-06-23 07:56:49 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/0_orig → CLONE
[24742/50000] 2026-06-23 07:56:51 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/1_artifice → CLONE
[24743/50000] 2026-06-23 07:56:53 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/test_0_orig_no_krakatau → CLONE
[24744/50000] 2026-06-23 07:56:55 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/test_0_orig_no_procyon → CLONE
[24745/50000] 2026-06-23 07:56:57 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/test_0_orig_pg_krakatau → CLONE
[24746/50000] 2026-06-23 07:56:58 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/test_0_orig_pg_procyon → CLONE
[24747/50000] 2026-06-23 07:57:00 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/test_1_artifice_no_krakatau → CLONE
[24748/50000] 2026-06-23 07:57:02 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/test_1_artifice_no_procyon → CLONE
[24749/50000] 2026-06-23 07:57:05 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_krakatau → CLONE
[24750/50000] 2026-06-23 07:57:07 | R3 | hanoi/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_procyon → CLONE
[24751/50000] 2026-06-23 07:57:09 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/0_orig → NON-CLONE
[24752/50000] 2026-06-23 07:57:11 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/1_artifice → NON-CLONE
[24753/50000] 2026-06-23 07:57:13 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[24754/50000] 2026-06-23 07:57:14 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[24755/50000] 2026-06-23 07:57:17 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[24756/50000] 2026-06-23 07:57:19 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[24757/50000] 2026-06-23 07:57:21 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[24758/50000] 2026-06-23 07:57:23 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[24759/50000] 2026-06-23 07:57:26 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[24760/50000] 2026-06-23 07:57:28 | R3 | hanoi/test_1_artifice_no_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[24761/50000] 2026-06-23 07:57:30 | R3 | hanoi/test_1_artifice_no_procyon vs queens/0_orig → NON-CLONE
[24762/50000] 2026-06-23 07:57:32 | R3 | hanoi/test_1_artifice_no_procyon vs queens/1_artifice → NON-CLONE
[24763/50000] 2026-06-23 07:57:34 | R3 | hanoi/test_1_artifice_no_procyon vs queens/test_0_orig_no_krakatau → NON-CLONE
[24764/50000] 2026-06-23 07:57:36 | R3 | hanoi/test_1_artifice_no_procyon vs queens/test_0_orig_no_procyon → NON-CLONE
[24765/50000] 2026-06-23 07:57:38 | R3 | hanoi/test_1_artifice_no_procyon vs queens/test_0_orig_pg_krakatau → NON-CLONE
[24766/50000] 2026-06-23 07:57:40 | R3 | hanoi/test_1_artifice_no_procyon vs queens/test_0_orig_pg_procyon → NON-CLONE
[24767/50000] 2026-06-23 07:57:41 | R3 | hanoi/test_1_artifice_no_procyon vs queens/test_1_artifice_no_krakatau → NON-CLONE
[24768/50000] 2026-06-23 07:57:44 | R3 | hanoi/test_1_artifice_no_procyon vs queens/test_1_artifice_no_procyon → NON-CLONE
[24769/50000] 2026-06-23 07:57:46 | R3 | hanoi/test_1_artifice_no_procyon vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[24770/50000] 2026-06-23 07:57:47 | R3 | hanoi/test_1_artifice_no_procyon vs queens/test_1_artifice_pg_procyon → NON-CLONE
[24771/50000] 2026-06-23 07:57:49 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/0_orig → NON-CLONE
[24772/50000] 2026-06-23 07:57:51 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/1_artifice → NON-CLONE
[24773/50000] 2026-06-23 07:57:52 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[24774/50000] 2026-06-23 07:57:54 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[24775/50000] 2026-06-23 07:57:55 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[24776/50000] 2026-06-23 07:57:57 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[24777/50000] 2026-06-23 07:57:58 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[24778/50000] 2026-06-23 07:58:00 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[24779/50000] 2026-06-23 07:58:01 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[24780/50000] 2026-06-23 07:58:03 | R3 | hanoi/test_1_artifice_no_procyon vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[24781/50000] 2026-06-23 07:58:04 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/0_orig → NON-CLONE
[24782/50000] 2026-06-23 07:58:07 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/1_artifice → NON-CLONE
[24783/50000] 2026-06-23 07:58:09 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[24784/50000] 2026-06-23 07:58:10 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[24785/50000] 2026-06-23 07:58:12 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[24786/50000] 2026-06-23 07:58:14 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[24787/50000] 2026-06-23 07:58:16 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[24788/50000] 2026-06-23 07:58:18 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[24789/50000] 2026-06-23 07:58:19 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[24790/50000] 2026-06-23 07:58:21 | R3 | hanoi/test_1_artifice_no_procyon vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[24791/50000] 2026-06-23 07:58:23 | R3 | hanoi/test_1_artifice_no_procyon vs square/0_orig → NON-CLONE
[24792/50000] 2026-06-23 07:58:25 | R3 | hanoi/test_1_artifice_no_procyon vs square/1_artifice → NON-CLONE
[24793/50000] 2026-06-23 07:58:27 | R3 | hanoi/test_1_artifice_no_procyon vs square/test_0_orig_no_krakatau → NON-CLONE
[24794/50000] 2026-06-23 07:58:30 | R3 | hanoi/test_1_artifice_no_procyon vs square/test_0_orig_no_procyon → NON-CLONE
[24795/50000] 2026-06-23 07:58:31 | R3 | hanoi/test_1_artifice_no_procyon vs square/test_0_orig_pg_krakatau → NON-CLONE
[24796/50000] 2026-06-23 07:58:33 | R3 | hanoi/test_1_artifice_no_procyon vs square/test_0_orig_pg_procyon → NON-CLONE
[24797/50000] 2026-06-23 07:58:35 | R3 | hanoi/test_1_artifice_no_procyon vs square/test_1_artifice_no_krakatau → NON-CLONE
[24798/50000] 2026-06-23 07:58:37 | R3 | hanoi/test_1_artifice_no_procyon vs square/test_1_artifice_no_procyon → NON-CLONE
[24799/50000] 2026-06-23 07:58:39 | R3 | hanoi/test_1_artifice_no_procyon vs square/test_1_artifice_pg_krakatau → NON-CLONE
[24800/50000] 2026-06-23 07:58:41 | R3 | hanoi/test_1_artifice_no_procyon vs square/test_1_artifice_pg_procyon → NON-CLONE
[24801/50000] 2026-06-23 07:58:43 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/0_orig → NON-CLONE
[24802/50000] 2026-06-23 07:58:45 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/1_artifice → NON-CLONE
[24803/50000] 2026-06-23 07:58:47 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[24804/50000] 2026-06-23 07:58:49 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[24805/50000] 2026-06-23 07:58:51 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[24806/50000] 2026-06-23 07:58:53 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[24807/50000] 2026-06-23 07:58:55 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[24808/50000] 2026-06-23 07:58:56 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[24809/50000] 2026-06-23 07:58:58 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[24810/50000] 2026-06-23 07:59:00 | R3 | hanoi/test_1_artifice_pg_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[24811/50000] 2026-06-23 07:59:02 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[24812/50000] 2026-06-23 07:59:04 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[24813/50000] 2026-06-23 07:59:06 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[24814/50000] 2026-06-23 07:59:08 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[24815/50000] 2026-06-23 07:59:10 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[24816/50000] 2026-06-23 07:59:11 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[24817/50000] 2026-06-23 07:59:13 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[24818/50000] 2026-06-23 07:59:16 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[24819/50000] 2026-06-23 07:59:18 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[24820/50000] 2026-06-23 07:59:19 | R3 | hanoi/test_1_artifice_pg_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[24821/50000] 2026-06-23 07:59:21 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/0_orig → NON-CLONE
[24822/50000] 2026-06-23 07:59:23 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/1_artifice → NON-CLONE
[24823/50000] 2026-06-23 07:59:26 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[24824/50000] 2026-06-23 07:59:28 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[24825/50000] 2026-06-23 07:59:30 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[24826/50000] 2026-06-23 07:59:31 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[24827/50000] 2026-06-23 07:59:33 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[24828/50000] 2026-06-23 07:59:35 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[24829/50000] 2026-06-23 07:59:37 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[24830/50000] 2026-06-23 07:59:39 | R3 | hanoi/test_1_artifice_pg_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[24831/50000] 2026-06-23 07:59:41 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/0_orig → NON-CLONE
[24832/50000] 2026-06-23 07:59:43 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/1_artifice → NON-CLONE
[24833/50000] 2026-06-23 07:59:45 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[24834/50000] 2026-06-23 07:59:47 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[24835/50000] 2026-06-23 07:59:49 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[24836/50000] 2026-06-23 07:59:51 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[24837/50000] 2026-06-23 07:59:53 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[24838/50000] 2026-06-23 07:59:55 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[24839/50000] 2026-06-23 07:59:57 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[24840/50000] 2026-06-23 07:59:59 | R3 | hanoi/test_1_artifice_pg_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[24841/50000] 2026-06-23 08:00:01 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/0_orig → CLONE
[24842/50000] 2026-06-23 08:00:03 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/1_artifice → CLONE
[24843/50000] 2026-06-23 08:00:05 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/test_0_orig_no_krakatau → CLONE
[24844/50000] 2026-06-23 08:00:06 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/test_0_orig_no_procyon → CLONE
[24845/50000] 2026-06-23 08:00:08 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/test_0_orig_pg_krakatau → CLONE
[24846/50000] 2026-06-23 08:00:10 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/test_0_orig_pg_procyon → CLONE
[24847/50000] 2026-06-23 08:00:12 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/test_1_artifice_no_krakatau → CLONE
[24848/50000] 2026-06-23 08:00:14 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/test_1_artifice_no_procyon → CLONE
[24849/50000] 2026-06-23 08:00:16 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/test_1_artifice_pg_krakatau → CLONE
[24850/50000] 2026-06-23 08:00:18 | R3 | hanoi/test_1_artifice_pg_krakatau vs hanoi/test_1_artifice_pg_procyon → CLONE
[24851/50000] 2026-06-23 08:00:20 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/0_orig → NON-CLONE
[24852/50000] 2026-06-23 08:00:22 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/1_artifice → NON-CLONE
[24853/50000] 2026-06-23 08:00:24 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[24854/50000] 2026-06-23 08:00:26 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[24855/50000] 2026-06-23 08:00:28 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[24856/50000] 2026-06-23 08:00:30 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[24857/50000] 2026-06-23 08:00:32 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[24858/50000] 2026-06-23 08:00:34 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[24859/50000] 2026-06-23 08:00:36 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[24860/50000] 2026-06-23 08:00:39 | R3 | hanoi/test_1_artifice_pg_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
